,Intellect,Integrity,Courage,Reflexes,Patience,House,Ofstev Rating,Year
5259,55,22,40,45,52,Thought-Talon,30,1640
5260,23,35,29,58,19,Dragonslayer,29,1640
5261,11,41,11,34,24,Humblescrumble,15,1640
5262,28,23,24,24,46,Dragonslayer,26,1640
5263,11,12,54,41,14,Dragonslayer,43,1640
5264,46,57,29,31,18,Humblescrumble,36,1640
5265,21,15,15,49,62,Humblescrumble,27,1640
5266,12,51,9,54,32,Humblescrumble,22,1640
5267,32,33,60,14,44,Thought-Talon,31,1640
5268,28,51,15,24,48,Serpentyne,28,1640
5269,10,22,27,9,28,Humblescrumble,16,1640
5270,43,16,22,2,29,Thought-Talon,22,1640
5271,68,32,23,7,57,Thought-Talon,47,1640
5272,32,7,26,22,14,Humblescrumble,16,1640
5273,9,35,57,20,36,Dragonslayer,14,1640
5274,51,19,35,37,53,Thought-Talon,39,1640
5275,43,46,28,21,19,Humblescrumble,32,1640
5276,51,58,40,8,34,Humblescrumble,38,1640
5277,43,26,42,56,22,Serpentyne,46,1640
5278,24,37,46,42,12,Dragonslayer,31,1640
5279,43,34,57,22,20,Dragonslayer,28,1640
5280,47,58,6,23,18,Humblescrumble,35,1640
5281,47,19,53,19,15,Dragonslayer,23,1640
5282,60,38,26,11,22,Humblescrumble,27,1640
5283,26,14,59,22,40,Serpentyne,25,1640
5284,41,43,36,9,16,Humblescrumble,33,1640
5285,32,74,11,16,49,Serpentyne,38,1640
5286,31,26,33,54,56,Dragonslayer,34,1641
5287,5,23,8,47,61,Humblescrumble,24,1641
5288,40,42,61,17,20,Humblescrumble,24,1641
5289,47,19,16,11,53,Serpentyne,37,1641
5290,40,28,42,13,38,Thought-Talon,34,1641
5291,43,57,26,47,13,Humblescrumble,45,1641
5292,45,29,48,36,61,Serpentyne,41,1641
5293,24,9,54,30,38,Dragonslayer,35,1641
5294,48,37,32,29,59,Serpentyne,30,1641
5295,61,54,57,23,34,Thought-Talon,43,1641
5296,26,15,18,6,47,Serpentyne,32,1641
5297,28,13,22,53,31,Serpentyne,29,1641
5298,16,17,22,19,15,Dragonslayer,21,1641
5299,18,31,33,26,23,Dragonslayer,29,1641
5300,50,42,16,68,36,Serpentyne,37,1641
5301,36,38,16,38,33,Thought-Talon,25,1641
5302,55,29,54,10,19,Serpentyne,2,1641
5303,11,28,41,30,29,Dragonslayer,30,1641
5304,31,45,23,43,37,Humblescrumble,28,1641
5305,54,50,29,30,28,Dragonslayer,44,1641
5306,23,44,55,48,17,Dragonslayer,39,1641
5307,58,23,39,50,56,Thought-Talon,34,1641
5308,25,4,23,48,19,Humblescrumble,7,1641
5309,30,51,30,43,11,Serpentyne,26,1641
5310,63,75,38,30,35,Humblescrumble,47,1641
5311,20,48,37,37,28,Dragonslayer,19,1641
5312,25,39,8,39,37,Serpentyne,24,1641
5313,4,36,21,33,49,Serpentyne,8,1641
5314,27,41,19,32,27,Humblescrumble,24,1641
5315,19,13,39,10,28,Serpentyne,14,1641
5316,58,20,11,18,15,Thought-Talon,12,1641
5317,27,2,31,16,8,Dragonslayer,13,1641
5318,50,72,49,16,57,Thought-Talon,54,1641
5319,19,46,32,42,31,Dragonslayer,28,1641
5320,42,50,68,75,5,Dragonslayer,39,1641
5321,47,54,11,19,41,Humblescrumble,44,1641
5322,35,30,19,26,44,Serpentyne,27,1641
5323,33,67,25,50,33,Dragonslayer,28,1641
5324,23,22,43,66,11,Thought-Talon,9,1641
5325,30,36,15,34,38,Serpentyne,24,1642
5326,43,63,28,50,64,Serpentyne,32,1642
5327,18,9,41,28,33,Dragonslayer,29,1642
5328,34,30,23,14,33,Thought-Talon,34,1642
5329,24,37,25,33,50,Dragonslayer,36,1642
5330,23,44,42,63,13,Dragonslayer,22,1642
5331,37,18,22,38,19,Serpentyne,30,1642
5332,12,44,49,19,37,Dragonslayer,18,1642
5333,17,28,65,27,14,Dragonslayer,28,1642
5334,18,38,38,12,40,Serpentyne,19,1642
5335,44,9,23,38,23,Serpentyne,21,1642
5336,2,21,46,34,12,Dragonslayer,24,1642
5337,40,25,16,38,30,Serpentyne,28,1642
5338,25,46,41,39,14,Dragonslayer,25,1642
5339,34,44,23,55,43,Serpentyne,27,1642
5340,39,32,11,53,53,Serpentyne,36,1642
5341,60,44,24,45,21,Serpentyne,36,1642
5342,23,11,24,41,5,Serpentyne,23,1642
5343,50,42,14,32,41,Serpentyne,28,1642
5344,51,59,52,44,17,Humblescrumble,46,1642
5345,49,18,30,29,6,Humblescrumble,8,1642
5346,23,41,33,24,48,Dragonslayer,31,1642
5347,5,16,35,22,46,Humblescrumble,17,1642
5348,31,30,50,23,12,Dragonslayer,24,1642
5349,23,28,23,21,11,Humblescrumble,23,1642
5350,18,15,11,23,18,Humblescrumble,12,1642
5351,50,7,38,15,28,Thought-Talon,25,1642
5352,9,21,21,28,13,Humblescrumble,11,1642
5353,29,19,24,46,38,Serpentyne,26,1642
5354,58,25,32,35,38,Thought-Talon,30,1642
5355,30,17,14,39,65,Serpentyne,26,1642
5356,16,8,58,19,23,Dragonslayer,16,1642
5357,53,2,36,45,10,Serpentyne,26,1642
5358,33,40,61,61,28,Dragonslayer,40,1642
5359,20,34,34,4,40,Thought-Talon,21,1642
5360,28,29,20,31,17,Dragonslayer,26,1642
5361,52,34,66,51,16,Dragonslayer,34,1642
5362,42,38,43,29,5,Dragonslayer,22,1643
5363,23,17,17,38,30,Serpentyne,27,1643
5364,38,42,34,5,28,Thought-Talon,31,1643
5365,37,28,51,43,46,Dragonslayer,34,1643
5366,6,21,20,29,50,Humblescrumble,15,1643
5367,56,22,47,17,41,Thought-Talon,41,1643
5368,23,47,28,77,29,Dragonslayer,28,1643
5369,33,50,33,43,39,Dragonslayer,40,1643
5370,43,39,26,24,27,Dragonslayer,33,1643
5371,23,42,19,13,25,Humblescrumble,10,1643
5372,51,54,63,27,28,Humblescrumble,31,1643
5373,40,4,25,17,61,Serpentyne,38,1643
5374,29,28,2,43,52,Serpentyne,33,1643
5375,29,26,47,48,26,Dragonslayer,34,1643
5376,49,32,11,47,27,Serpentyne,26,1643
5377,34,29,53,58,18,Serpentyne,34,1643
5378,31,36,19,39,43,Serpentyne,24,1643
5379,28,53,31,33,45,Dragonslayer,45,1643
5380,75,37,40,41,27,Humblescrumble,25,1643
5381,11,36,10,42,17,Humblescrumble,26,1643
5382,36,26,29,25,46,Dragonslayer,35,1643
5383,5,30,28,16,5,Humblescrumble,11,1643
5384,12,39,36,34,53,Humblescrumble,24,1643
5385,66,17,19,17,45,Thought-Talon,36,1643
5386,50,11,40,49,22,Serpentyne,35,1643
5387,33,33,17,35,28,Thought-Talon,24,1643
5388,31,42,26,29,28,Dragonslayer,37,1643
5389,39,18,32,33,11,Serpentyne,20,1643
5390,25,37,23,52,23,Dragonslayer,24,1643
5391,67,31,71,43,28,Dragonslayer,40,1643
5392,50,41,48,56,31,Dragonslayer,33,1643
5393,35,11,46,51,30,Serpentyne,30,1643
5394,46,26,49,23,32,Thought-Talon,27,1643
5395,49,50,40,14,33,Thought-Talon,33,1643
5396,70,13,44,36,58,Thought-Talon,45,1643
5397,41,28,27,62,63,Serpentyne,39,1643
5398,21,45,30,11,65,Humblescrumble,25,1643
5399,23,33,51,18,25,Thought-Talon,28,1643
5400,12,5,13,56,12,Serpentyne,18,1643
5401,61,52,55,10,39,Thought-Talon,45,1643
5402,40,10,12,36,57,Serpentyne,41,1643
5403,11,24,51,20,34,Dragonslayer,18,1643
5404,18,60,52,32,26,Dragonslayer,35,1643
5405,50,42,42,34,21,Humblescrumble,30,1643
5406,1,12,14,25,44,Humblescrumble,23,1643
5407,32,28,29,11,28,Thought-Talon,27,1643
5408,35,45,22,27,27,Humblescrumble,31,1643
5409,24,20,29,1,9,Humblescrumble,14,1644
5410,44,44,25,48,24,Serpentyne,22,1644
5411,31,42,46,39,14,Dragonslayer,25,1644
5412,32,21,42,33,22,Dragonslayer,21,1644
5413,42,15,45,50,26,Serpentyne,26,1644
5414,18,44,52,16,55,Humblescrumble,18,1644
5415,50,40,61,16,68,Thought-Talon,39,1644
5416,29,12,15,22,9,Humblescrumble,7,1644
5417,34,27,40,38,26,Dragonslayer,28,1644
5418,48,7,67,8,27,Thought-Talon,30,1644
5419,17,49,30,59,16,Humblescrumble,22,1644
5420,44,6,37,16,9,Dragonslayer,22,1644
5421,48,17,6,45,46,Thought-Talon,39,1644
5422,40,64,34,67,65,Dragonslayer,35,1644
5423,28,58,35,33,31,Dragonslayer,32,1644
5424,27,60,35,64,49,Dragonslayer,27,1644
5425,32,29,6,47,21,Serpentyne,28,1644
5426,10,33,26,51,20,Humblescrumble,22,1644
5427,32,30,28,41,26,Dragonslayer,32,1644
5428,6,16,62,36,36,Dragonslayer,35,1644
5429,28,26,34,49,33,Dragonslayer,42,1644
5430,18,30,50,25,12,Serpentyne,11,1644
5431,22,50,36,36,45,Dragonslayer,28,1644
5432,47,18,14,14,26,Thought-Talon,21,1644
5433,14,11,59,73,55,Dragonslayer,48,1644
5434,66,29,6,36,36,Thought-Talon,35,1644
5435,67,10,19,20,64,Dragonslayer,10,1644
5436,57,30,24,42,48,Thought-Talon,31,1644
5437,7,23,28,42,51,Humblescrumble,17,1644
5438,38,46,27,47,34,Dragonslayer,37,1644
5439,22,57,43,57,36,Dragonslayer,29,1644
5440,5,35,47,16,12,Dragonslayer,18,1644
5441,12,41,18,46,44,Humblescrumble,14,1644
5442,8,32,38,19,41,Dragonslayer,24,1644
5443,50,54,71,13,14,Humblescrumble,39,1644
5444,29,45,50,6,36,Thought-Talon,33,1644
5445,46,36,21,39,13,Serpentyne,32,1644
5446,22,60,36,33,9,Humblescrumble,22,1644
5447,50,36,31,26,45,Thought-Talon,29,1644
5448,8,16,25,17,22,Humblescrumble,10,1644
5449,27,61,14,26,31,Humblescrumble,27,1644
5450,22,31,60,11,31,Thought-Talon,28,1644
5451,53,59,33,20,37,Humblescrumble,46,1644
5452,46,57,56,13,62,Thought-Talon,52,1644
5453,46,6,21,54,18,Serpentyne,36,1644
5454,22,12,20,10,9,Humblescrumble,14,1644
5455,49,29,37,63,27,Serpentyne,42,1644
5456,20,63,5,30,70,Humblescrumble,20,1644
5457,45,42,27,52,14,Serpentyne,35,1645
5458,29,15,22,26,22,Thought-Talon,13,1645
5459,41,20,23,30,28,Thought-Talon,29,1645
5460,68,36,41,48,39,Dragonslayer,38,1645
5461,53,11,44,34,34,Thought-Talon,17,1645
5462,32,60,63,52,38,Dragonslayer,45,1645
5463,67,10,57,44,29,Dragonslayer,36,1645
5464,61,49,28,8,36,Thought-Talon,28,1645
5465,53,50,26,28,19,Humblescrumble,31,1645
5466,17,14,11,35,16,Serpentyne,20,1645
5467,39,27,52,27,36,Dragonslayer,37,1645
5468,17,28,53,32,55,Dragonslayer,35,1645
5469,17,30,27,24,39,Dragonslayer,22,1645
5470,19,51,34,27,8,Humblescrumble,19,1645
5471,42,46,28,47,37,Dragonslayer,36,1645
5472,49,59,49,49,46,Dragonslayer,53,1645
5473,64,21,44,12,27,Thought-Talon,20,1645
5474,25,58,15,46,57,Serpentyne,26,1645
5475,9,13,63,19,23,Dragonslayer,17,1645
5476,20,42,31,60,20,Dragonslayer,33,1645
5477,22,34,42,47,28,Dragonslayer,24,1645
5478,10,62,31,14,47,Humblescrumble,33,1645
5479,33,44,17,57,54,Serpentyne,32,1645
5480,45,4,23,35,57,Serpentyne,39,1645
5481,42,11,51,24,63,Serpentyne,34,1645
5482,21,44,68,36,30,Dragonslayer,40,1645
5483,45,61,9,32,15,Humblescrumble,41,1645
5484,15,32,47,51,27,Thought-Talon,12,1645
5485,30,12,41,12,16,Dragonslayer,8,1645
5486,52,13,42,42,17,Serpentyne,35,1645
5487,57,51,12,56,46,Thought-Talon,34,1645
5488,27,40,24,24,37,Dragonslayer,24,1645
5489,26,17,18,35,39,Serpentyne,23,1645
5490,10,29,16,35,31,Humblescrumble,13,1645
5491,29,40,17,27,61,Serpentyne,29,1645
5492,44,10,59,21,45,Thought-Talon,27,1645
5493,36,24,31,59,24,Humblescrumble,8,1645
5494,22,33,3,18,28,Humblescrumble,11,1645
5495,10,38,35,50,51,Thought-Talon,11,1645
5496,16,21,30,23,43,Humblescrumble,26,1645
5497,73,12,14,60,38,Serpentyne,31,1645
5498,34,18,55,47,44,Dragonslayer,38,1645
5499,46,34,28,34,42,Dragonslayer,39,1646
5500,18,51,39,24,33,Dragonslayer,26,1646
5501,31,48,26,5,15,Humblescrumble,32,1646
5502,46,19,26,44,16,Serpentyne,34,1646
5503,27,24,18,65,42,Serpentyne,30,1646
5504,54,8,33,62,40,Serpentyne,40,1646
5505,35,7,48,30,19,Dragonslayer,27,1646
5506,35,12,43,18,68,Serpentyne,46,1646
5507,39,55,53,27,18,Humblescrumble,33,1646
5508,30,40,11,31,39,Humblescrumble,25,1646
5509,15,32,17,10,15,Humblescrumble,24,1646
5510,49,23,40,34,57,Serpentyne,40,1646
5511,27,44,12,62,12,Serpentyne,31,1646
5512,10,16,57,56,31,Dragonslayer,30,1646
5513,15,55,45,32,42,Serpentyne,20,1646
5514,26,26,26,35,10,Serpentyne,22,1646
5515,21,48,47,48,22,Dragonslayer,28,1646
5516,29,57,23,38,16,Humblescrumble,24,1646
5517,30,13,18,47,32,Serpentyne,25,1646
5518,37,19,55,16,10,Humblescrumble,10,1646
5519,40,49,55,29,20,Humblescrumble,29,1646
5520,37,31,35,19,44,Thought-Talon,38,1646
5521,44,44,42,58,37,Dragonslayer,39,1646
5522,39,34,33,32,31,Dragonslayer,51,1646
5523,67,48,25,58,29,Serpentyne,39,1646
5524,36,17,38,35,52,Dragonslayer,16,1646
5525,55,38,47,45,71,Serpentyne,47,1646
5526,16,12,41,21,43,Dragonslayer,25,1646
5527,53,16,12,33,64,Serpentyne,38,1646
5528,34,23,23,30,64,Serpentyne,38,1646
5529,13,35,6,51,21,Humblescrumble,13,1646
5530,26,33,68,41,48,Dragonslayer,36,1646
5531,23,30,32,37,7,Serpentyne,22,1646
5532,56,32,15,57,34,Thought-Talon,31,1646
5533,58,24,18,52,53,Thought-Talon,42,1646
5534,48,45,70,38,68,Thought-Talon,40,1646
5535,45,52,38,23,31,Thought-Talon,23,1646
5536,42,34,24,39,46,Thought-Talon,27,1646
5537,18,18,25,19,21,Serpentyne,10,1646
5538,61,60,34,15,16,Serpentyne,5,1646
5539,27,12,15,37,54,Serpentyne,24,1646
5540,30,8,12,26,32,Thought-Talon,17,1646
5541,29,28,19,40,42,Serpentyne,29,1646
5542,8,42,11,21,43,Humblescrumble,18,1646
5543,27,32,45,6,17,Humblescrumble,22,1647
5544,6,65,32,23,30,Humblescrumble,27,1647
5545,8,37,34,16,9,Dragonslayer,18,1647
5546,13,14,35,39,4,Dragonslayer,18,1647
5547,58,42,20,3,65,Dragonslayer,14,1647
5548,31,49,39,16,31,Thought-Talon,41,1647
5549,42,30,36,43,21,Serpentyne,26,1647
5550,31,20,10,17,50,Serpentyne,25,1647
5551,28,14,54,19,14,Dragonslayer,19,1647
5552,12,3,57,65,37,Dragonslayer,32,1647
5553,27,25,36,57,35,Dragonslayer,23,1647
5554,35,17,25,12,21,Thought-Talon,15,1647
5555,17,21,23,21,45,Dragonslayer,23,1647
5556,52,9,53,40,12,Dragonslayer,27,1647
5557,14,43,31,22,28,Humblescrumble,19,1647
5558,73,19,22,48,30,Serpentyne,34,1647
5559,12,12,47,24,44,Thought-Talon,14,1647
5560,17,32,17,27,23,Dragonslayer,20,1647
5561,55,51,43,31,67,Thought-Talon,44,1647
5562,19,51,39,58,21,Dragonslayer,22,1647
5563,55,41,12,13,26,Humblescrumble,20,1647
5564,37,44,25,20,28,Humblescrumble,38,1647
5565,29,54,23,15,26,Humblescrumble,20,1647
5566,40,45,34,9,41,Thought-Talon,37,1647
5567,40,29,20,53,14,Serpentyne,29,1647
5568,47,60,50,65,64,Dragonslayer,66,1647
5569,29,52,62,45,25,Dragonslayer,28,1647
5570,18,21,6,13,20,Humblescrumble,13,1647
5571,31,55,42,10,23,Humblescrumble,36,1647
5572,5,26,44,27,10,Dragonslayer,23,1647
5573,18,61,56,36,19,Dragonslayer,36,1647
5574,46,20,16,54,2,Serpentyne,38,1647
5575,34,51,51,33,56,Dragonslayer,36,1647
5576,55,36,45,39,17,Dragonslayer,33,1647
5577,20,16,19,21,9,Humblescrumble,10,1647
5578,34,35,19,27,27,Dragonslayer,20,1647
5579,6,14,42,45,54,Dragonslayer,27,1647
5580,36,37,43,25,7,Dragonslayer,24,1647
5581,19,18,44,16,6,Dragonslayer,27,1648
5582,22,11,14,5,38,Serpentyne,25,1648
5583,16,61,49,21,53,Humblescrumble,27,1648
5584,38,30,25,50,34,Serpentyne,35,1648
5585,51,7,34,16,51,Thought-Talon,37,1648
5586,35,18,47,7,31,Thought-Talon,22,1648
5587,31,20,40,30,35,Dragonslayer,19,1648
5588,31,19,23,43,42,Serpentyne,25,1648
5589,30,21,42,16,6,Dragonslayer,13,1648
5590,30,26,24,49,31,Dragonslayer,28,1648
5591,27,27,3,38,49,Serpentyne,22,1648
5592,25,24,21,36,67,Humblescrumble,35,1648
5593,55,11,22,44,49,Thought-Talon,25,1648
5594,39,27,17,34,26,Thought-Talon,24,1648
5595,37,40,26,66,47,Thought-Talon,29,1648
5596,45,35,21,63,20,Serpentyne,30,1648
5597,43,45,58,20,29,Thought-Talon,29,1648
5598,12,29,19,11,19,Humblescrumble,21,1648
5599,56,38,16,66,36,Serpentyne,49,1648
5600,52,56,42,54,53,Dragonslayer,44,1648
5601,33,48,6,35,26,Humblescrumble,26,1648
5602,28,51,17,29,14,Humblescrumble,27,1648
5603,44,38,58,56,56,Dragonslayer,40,1648
5604,6,11,8,36,31,Humblescrumble,16,1648
5605,10,44,67,5,59,Serpentyne,10,1648
5606,22,16,18,26,20,Dragonslayer,15,1648
5607,55,20,23,49,30,Thought-Talon,30,1648
5608,14,7,43,36,23,Dragonslayer,22,1648
5609,49,19,13,21,5,Humblescrumble,15,1648
5610,43,52,23,54,39,Serpentyne,36,1648
5611,21,44,57,43,10,Dragonslayer,32,1648
5612,73,19,47,34,31,Dragonslayer,28,1648
5613,45,54,3,10,19,Humblescrumble,38,1648
5614,43,36,13,54,27,Serpentyne,35,1648
5615,11,7,34,27,41,Dragonslayer,21,1648
5616,31,17,44,31,44,Serpentyne,27,1649
5617,22,32,18,65,18,Thought-Talon,20,1649
5618,36,51,39,40,23,Humblescrumble,33,1649
5619,21,70,22,18,34,Humblescrumble,23,1649
5620,22,31,34,39,53,Humblescrumble,16,1649
5621,60,18,33,6,31,Thought-Talon,26,1649
5622,64,31,13,44,27,Thought-Talon,24,1649
5623,26,72,59,25,4,Humblescrumble,23,1649
5624,16,33,11,15,29,Humblescrumble,14,1649
5625,37,73,39,20,7,Humblescrumble,27,1649
5626,24,11,42,41,53,Dragonslayer,27,1649
5627,19,21,22,17,19,Dragonslayer,22,1649
5628,30,23,32,56,56,Serpentyne,19,1649
5629,49,19,50,60,14,Serpentyne,32,1649
5630,18,31,24,59,43,Dragonslayer,25,1649
5631,28,25,41,39,6,Dragonslayer,25,1649
5632,19,59,35,45,6,Humblescrumble,24,1649
5633,51,24,21,18,28,Thought-Talon,23,1649
5634,50,14,27,9,25,Thought-Talon,23,1649
5635,25,29,46,52,12,Dragonslayer,24,1649
5636,27,27,47,35,13,Dragonslayer,33,1649
5637,25,25,7,9,13,Humblescrumble,8,1649
5638,8,43,5,9,44,Humblescrumble,21,1649
5639,42,53,16,28,69,Serpentyne,40,1649
5640,18,15,34,55,26,Dragonslayer,20,1649
5641,35,10,46,48,32,Serpentyne,30,1649
5642,51,18,19,19,25,Thought-Talon,27,1649
5643,30,9,24,55,22,Serpentyne,30,1649
5644,11,6,30,22,31,Humblescrumble,13,1649
5645,46,13,49,41,61,Serpentyne,28,1649
5646,38,35,20,39,18,Serpentyne,25,1649
5647,58,5,35,71,5,Serpentyne,50,1649
5648,38,58,36,21,44,Thought-Talon,42,1649
5649,24,13,14,44,7,Serpentyne,27,1649
5650,52,7,32,54,57,Serpentyne,34,1649
5651,19,28,7,25,23,Humblescrumble,10,1649
5652,48,30,20,15,34,Thought-Talon,21,1649
5653,35,59,57,54,13,Dragonslayer,41,1649
5654,51,52,66,29,9,Humblescrumble,31,1649
5655,21,4,27,18,26,Humblescrumble,19,1650
5656,58,19,57,20,49,Thought-Talon,43,1650
5657,8,37,59,59,35,Dragonslayer,33,1650
5658,46,15,63,32,30,Dragonslayer,26,1650
5659,32,35,40,9,63,Thought-Talon,32,1650
5660,29,75,30,15,38,Thought-Talon,32,1650
5661,36,49,40,32,14,Humblescrumble,42,1650
5662,53,46,47,20,40,Dragonslayer,21,1650
5663,27,61,27,71,52,Dragonslayer,44,1650
5664,53,50,36,30,54,Thought-Talon,38,1650
5665,38,30,15,40,13,Serpentyne,24,1650
5666,61,26,14,35,17,Serpentyne,18,1650
5667,40,7,18,33,39,Thought-Talon,21,1650
5668,29,21,39,20,17,Dragonslayer,26,1650
5669,30,28,33,20,26,Thought-Talon,24,1650
5670,7,40,69,31,16,Dragonslayer,32,1650
5671,36,37,10,34,20,Humblescrumble,20,1650
5672,53,40,20,24,19,Humblescrumble,27,1650
5673,10,35,7,22,39,Humblescrumble,19,1650
5674,24,17,68,21,57,Serpentyne,27,1650
5675,50,21,8,57,20,Serpentyne,42,1650
5676,43,65,51,35,45,Thought-Talon,47,1650
5677,27,19,17,47,37,Serpentyne,25,1650
5678,36,29,27,25,26,Dragonslayer,38,1650
5679,30,11,35,12,40,Dragonslayer,18,1650
5680,47,59,21,3,6,Humblescrumble,31,1650
5681,19,60,15,41,8,Humblescrumble,16,1650
5682,38,12,17,19,31,Thought-Talon,24,1650
5683,35,30,40,9,29,Serpentyne,14,1650
5684,13,53,23,25,52,Humblescrumble,20,1650
5685,45,18,27,9,30,Thought-Talon,20,1650
5686,61,5,32,17,27,Thought-Talon,24,1650
5687,21,18,23,27,50,Serpentyne,20,1650
5688,26,48,32,47,32,Dragonslayer,30,1650
5689,36,31,25,39,56,Serpentyne,37,1650
5690,48,7,24,2,6,Humblescrumble,7,1651
5691,25,27,47,29,43,Dragonslayer,32,1651
5692,59,61,34,33,35,Humblescrumble,35,1651
5693,61,31,18,48,48,Thought-Talon,36,1651
5694,20,40,61,24,39,Dragonslayer,29,1651
5695,65,50,25,19,49,Thought-Talon,44,1651
5696,48,48,35,35,55,Dragonslayer,36,1651
5697,34,31,11,71,24,Serpentyne,32,1651
5698,7,18,30,18,38,Humblescrumble,17,1651
5699,46,40,29,44,30,Dragonslayer,32,1651
5700,47,43,60,35,35,Dragonslayer,46,1651
5701,38,29,34,29,9,Dragonslayer,16,1651
5702,37,51,42,33,35,Dragonslayer,35,1651
5703,11,70,55,68,49,Thought-Talon,11,1651
5704,36,46,19,32,53,Serpentyne,31,1651
5705,36,4,29,37,43,Serpentyne,25,1651
5706,47,41,35,16,45,Thought-Talon,39,1651
5707,27,41,8,43,37,Serpentyne,30,1651
5708,14,42,52,10,21,Humblescrumble,14,1651
5709,60,12,17,20,14,Dragonslayer,11,1651
5710,26,43,39,35,1,Humblescrumble,25,1651
5711,22,10,17,35,52,Serpentyne,22,1651
5712,28,37,29,50,23,Dragonslayer,28,1651
5713,41,10,18,19,19,Thought-Talon,20,1651
5714,13,22,52,26,11,Dragonslayer,34,1651
5715,22,42,8,35,55,Serpentyne,21,1651
5716,35,17,45,8,41,Serpentyne,23,1651
5717,6,60,54,33,55,Dragonslayer,35,1651
5718,61,41,57,17,61,Thought-Talon,43,1651
5719,16,41,55,54,23,Dragonslayer,37,1651
5720,27,19,21,36,8,Serpentyne,21,1651
5721,54,37,49,36,57,Dragonslayer,40,1651
5722,9,41,4,43,29,Humblescrumble,21,1651
5723,32,16,45,40,49,Serpentyne,24,1651
5724,30,69,65,48,29,Dragonslayer,42,1651
5725,65,58,20,25,40,Humblescrumble,39,1651
5726,75,34,51,15,27,Thought-Talon,34,1651
5727,44,31,11,42,13,Serpentyne,30,1651
5728,24,27,8,36,41,Serpentyne,22,1651
5729,31,37,15,57,71,Serpentyne,30,1651
5730,34,18,53,47,14,Dragonslayer,35,1651
5731,14,21,26,49,39,Humblescrumble,27,1651
5732,31,11,40,17,6,Dragonslayer,22,1652
5733,8,32,28,30,36,Humblescrumble,17,1652
5734,36,14,39,10,52,Serpentyne,30,1652
5735,40,45,29,11,38,Thought-Talon,32,1652
5736,57,20,20,25,39,Thought-Talon,24,1652
5737,22,14,63,47,45,Dragonslayer,35,1652
5738,26,25,45,26,40,Dragonslayer,25,1652
5739,55,14,40,17,9,Dragonslayer,18,1652
5740,47,31,12,41,16,Serpentyne,26,1652
5741,15,10,42,13,16,Dragonslayer,20,1652
5742,23,27,50,60,51,Dragonslayer,32,1652
5743,15,13,3,13,10,Humblescrumble,12,1652
5744,45,25,33,18,5,Dragonslayer,20,1652
5745,40,31,28,35,12,Humblescrumble,13,1652
5746,26,53,19,36,31,Humblescrumble,29,1652
5747,31,28,13,11,42,Serpentyne,22,1652
5748,29,50,20,20,6,Humblescrumble,31,1652
5749,37,32,53,72,23,Thought-Talon,18,1652
5750,66,18,30,27,8,Dragonslayer,18,1652
5751,68,6,8,28,50,Thought-Talon,36,1652
5752,7,52,56,45,56,Dragonslayer,35,1652
5753,26,20,10,17,47,Serpentyne,17,1652
5754,20,59,43,46,39,Dragonslayer,25,1652
5755,22,12,42,25,52,Serpentyne,22,1652
5756,16,32,31,28,14,Humblescrumble,18,1652
5757,26,47,30,56,28,Dragonslayer,38,1652
5758,32,14,24,30,17,Serpentyne,16,1652
5759,7,38,61,53,10,Dragonslayer,37,1652
5760,23,17,34,7,33,Serpentyne,19,1652
5761,16,35,51,49,48,Dragonslayer,35,1652
5762,36,11,44,10,36,Thought-Talon,21,1652
5763,31,6,51,41,68,Dragonslayer,31,1652
5764,3,40,47,11,19,Humblescrumble,17,1652
5765,41,4,38,69,43,Serpentyne,48,1652
5766,16,34,49,7,57,Humblescrumble,26,1652
5767,46,45,26,38,44,Thought-Talon,25,1652
5768,47,40,27,26,28,Dragonslayer,33,1653
5769,10,9,47,8,10,Dragonslayer,13,1653
5770,52,9,28,46,8,Serpentyne,25,1653
5771,27,42,50,38,22,Humblescrumble,29,1653
5772,41,27,63,3,40,Thought-Talon,32,1653
5773,49,31,11,6,38,Thought-Talon,32,1653
5774,12,29,40,26,10,Dragonslayer,20,1653
5775,45,57,31,20,35,Humblescrumble,28,1653
5776,45,1,27,41,27,Serpentyne,26,1653
5777,47,16,10,49,44,Thought-Talon,28,1653
5778,35,32,19,12,59,Humblescrumble,22,1653
5779,45,32,59,45,36,Dragonslayer,31,1653
5780,11,16,10,69,31,Dragonslayer,12,1653
5781,46,4,16,52,31,Thought-Talon,24,1653
5782,26,26,26,18,26,Thought-Talon,22,1653
5783,30,44,27,17,52,Thought-Talon,32,1653
5784,19,24,34,7,28,Thought-Talon,22,1653
5785,17,39,25,31,13,Humblescrumble,19,1653
5786,44,48,70,37,23,Dragonslayer,36,1653
5787,41,52,4,27,19,Humblescrumble,33,1653
5788,32,43,34,41,21,Humblescrumble,34,1653
5789,45,13,13,58,44,Serpentyne,35,1653
5790,49,28,31,10,30,Thought-Talon,30,1653
5791,33,48,42,22,33,Thought-Talon,43,1653
5792,13,4,21,18,20,Humblescrumble,19,1653
5793,28,53,65,38,67,Dragonslayer,36,1653
5794,18,36,32,13,19,Thought-Talon,21,1653
5795,50,35,41,34,38,Thought-Talon,43,1653
5796,26,37,17,38,21,Serpentyne,22,1653
5797,27,22,54,75,19,Dragonslayer,34,1653
5798,25,61,16,33,32,Humblescrumble,32,1653
5799,16,24,38,63,58,Humblescrumble,21,1653
5800,38,44,24,23,14,Serpentyne,14,1653
